CUSTOMER_ID,SEX,AGE,ANNUAL_INCOME,NUMBER_OF_MONTHS,MARITAL_STATUS,LEASE
31130,M,47,19318.0,13,J,P
31143,W,55,19838.0,13,D,P
31159,W,59,15400.0,14,D,P
31168,M,55,20982.0,13,J,P
31172,M,45,22200.0,12,J,P
31174,M,64,18590.0,13,J,R
31179,W,42,19040.0,14,G,P
31180,M,50,32784.96,13,J,P
31195,M,48,23100.0,14,J,P
31212,M,56,22120.0,14,J,P
31244,M,61,10400.0,13,,R
31272,M,62,20800.0,13,J,P
31297,M,60,20300.0,14,J,P
31301,M,33,47023.08,13,G,P
31302,M,69,17472.78,13,J,P
31327,M,58,12600.0,12,S,P
31341,M,41,19461.0,13,J,P
31344,M,46,39000.0,13,J,P
31367,M,49,21000.0,14,J,P
31395,M,46,23400.0,13,J,P
31397,M,42,23632.0,14,G,P
31413,M,65,42610.8,12,J,P
31462,M,48,19500.0,13,J,P
31471,M,62,14300.0,13,S,R
31498,M,54,17043.0,13,J,P
31512,M,49,33600.0,14,G,P
31558,W,41,15223.0,13,C,P
31581,M,62,14950.0,13,J,P
31600,M,51,20800.0,13,J,P
31603,W,61,13000.0,12,J,P
31619,M,39,25987.0,13,J,X
31641,M,56,23244.0,13,J,P
31650,M,55,25200.0,14,J,P
31651,M,62,25298.0,13,D,P
31660,M,70,24050.0,13,J,T
31667,M,38,8904.0,12,G,A
31673,W,62,21814.0,13,J,P
31676,M,71,12519.0,13,J,A
31681,W,57,24700.0,13,J,P
31688,W,59,13975.0,13,J,P
31689,M,65,15990.0,13,J,P
31702,W,42,11970.0,14,G,R
31722,M,36,15400.0,14,G,P
31729,M,43,19500.0,13,J,A
31732,M,44,21000.0,14,D,P
31738,M,56,21125.0,13,J,P
31767,M,41,19500.0,13,C,A
31770,W,57,18200.0,13,D,P
31771,M,58,23777.0,13,J,P
31785,W,60,15600.0,13,J,P
31795,M,62,11254.36,13,G,R
31799,W,42,16653.0,13,J,R
31811,M,61,18005.0,13,J,P
31813,M,51,32500.0,13,S,P
31832,M,60,49992.0,12,J,P
31850,M,54,19370.0,13,J,P
31858,M,36,19500.0,13,C,P
31872,M,57,18850.0,13,G,P
31873,M,43,29367.0,13,J,P
31876,M,49,44400.0,12,J,P
31882,W,56,15080.0,13,J,P
31901,M,49,20111.0,13,J,P
31930,W,58,17052.0,14,D,P
31940,M,67,4560.0,12,J,P
31955,M,61,19237.79,13,J,P
31965,M,40,26128.18,13,G,P
31973,M,54,21000.0,14,J,P
31986,W,58,18704.0,14,J,R
31993,M,40,18200.0,13,G,A
32005,M,45,19558.0,14,J,P
32026,M,48,26000.0,13,J,P
32036,M,37,22100.0,13,J,P
32047,M,52,37226.0,14,J,P
32054,W,45,13664.0,14,J,P
32064,M,40,11063.0,13,S,P
32069,W,44,11960.0,13,G,R
32070,M,53,25129.0,13,J,P
32075,M,47,16900.0,13,J,P
32112,W,53,20241.0,13,J,P
32113,M,46,20800.0,13,J,R
32120,W,55,22100.0,13,J,P
32121,M,56,18850.0,13,J,P
32122,M,62,14300.0,13,J,P
32124,M,39,21000.0,14,J,A
32127,M,52,26520.0,13,J,P
32155,W,47,22400.0,14,J,P
32156,M,48,19250.0,14,J,P
32167,W,56,15600.0,13,J,T
32205,W,56,16133.0,13,G,P
32209,M,61,10400.0,13,C,R
32232,M,52,21000.0,14,J,P
32239,M,42,25214.0,14,J,P
32241,M,66,25740.0,13,J,P
32262,W,63,16666.0,13,J,P
32268,M,72,26000.0,13,J,P
32314,W,42,13300.0,14,J,P
32336,W,49,20683.0,13,J,P
32346,W,49,15400.0,14,S,P
32347,M,47,113880.0,13,J,P
32367,M,66,35100.0,13,J,P
32374,W,48,19500.0,13,J,P
32377,W,52,10161.32,13,J,P
32386,M,51,16900.0,13,C,A
32393,M,44,21151.39,13,J,P
32403,M,46,15353.0,13,J,P
32411,W,55,19968.0,13,J,P
32423,W,52,35000.0,14,G,P
32449,M,57,16250.0,13,J,P
32450,W,54,18213.0,13,J,P
32464,M,53,18200.0,13,C,R
32476,M,47,27352.0,13,J,P
32484,M,48,21450.0,13,J,P
32489,M,65,19200.0,12,J,P
32504,W,70,24609.0,13,J,P
32525,M,58,19500.0,13,J,P
32535,W,51,18200.0,14,D,P
32539,M,49,15600.0,13,G,P
32560,M,62,18200.0,13,J,P
32563,M,54,32500.0,13,J,P
32588,M,39,18200.0,13,J,A
32611,M,61,24000.0,12,J,A
32621,M,49,32200.0,14,J,P
32636,M,67,16900.0,13,J,P
32664,M,55,29211.0,13,J,P
32685,M,62,12410.58,14,J,P
32701,M,39,11570.0,13,S,A
32705,M,44,12581.4,13,J,P
32750,M,46,20800.0,13,J,P
32757,M,44,17017.0,13,J,P
32777,M,61,24700.0,13,J,P
32797,M,34,15314.0,13,G,A
32802,M,57,47600.0,14,J,R
32816,M,60,23464.0,14,J,P
32822,W,54,21762.0,13,G,R
32832,M,53,17420.0,13,J,X
32847,M,43,29679.0,13,J,P
32856,M,54,26000.0,13,J,P
32869,W,53,19222.0,14,J,P
32870,M,54,36400.0,13,J,P
32871,M,58,24500.0,14,J,P
32879,M,47,26180.0,14,J,P
32892,M,44,26000.0,13,G,A
32900,M,40,16031.08,13,G,P
32910,M,71,24232.0,13,J,P
32931,W,52,22100.0,13,J,P
32933,W,59,10140.0,13,J,R
32940,M,41,156000.0,12,J,R
32945,M,47,27300.0,13,J,P
32967,M,57,17771.0,13,J,P
32969,M,49,44436.0,12,J,P
32980,W,63,20514.0,13,W,P
32984,M,62,20930.0,13,J,P
32991,M,42,25740.0,13,C,P
33009,M,47,21000.0,14,J,A
33019,M,61,23582.0,13,J,P
33021,M,56,28800.0,12,J,P
33033,M,35,16250.0,13,G,P
33038,M,64,17280.0,12,J,P
33048,W,69,9100.0,13,W,P
33054,W,53,16692.0,13,J,P
33057,W,53,19500.0,13,J,P
33061,W,45,17388.0,14,J,P
33077,M,67,14547.0,13,J,P
33083,M,58,26000.0,13,G,P
33096,M,49,25200.0,14,J,R
33107,W,51,18200.0,14,S,R
33108,M,45,27412.0,14,J,P
33145,W,62,16120.0,13,W,P
33155,M,66,16653.0,13,J,P
33157,M,37,27170.0,13,J,P
33179,M,53,29640.0,13,J,P
33193,W,52,10582.0,13,J,P
33195,W,65,18681.0,13,D,P
33202,M,60,30185.54,14,J,P
33205,M,48,39000.0,13,J,P
33223,M,54,18200.0,13,J,P
33231,M,54,33600.0,14,J,P
33233,M,48,29666.0,13,C,P
33247,M,52,20800.0,13,J,P
33292,M,68,12870.0,13,J,P
33298,M,46,46683.0,13,J,A
33304,M,36,20800.0,13,J,P
33314,W,35,13130.0,13,S,P
33347,M,41,22400.0,14,J,P
33353,M,46,19600.0,14,S,P
33358,M,46,20306.0,13,J,P
33369,W,50,14300.0,13,J,P
33388,M,53,21000.0,14,G,P
33389,M,46,22400.0,14,G,P
33393,W,38,44200.0,13,G,P
33394,M,60,47600.0,14,J,P
33419,M,38,21528.0,13,C,R
33472,M,59,23400.0,13,J,P
33479,W,52,26000.0,13,J,P
33493,W,59,15600.0,13,J,A
33499,W,39,23400.0,13,G,R
33501,M,42,23400.0,13,J,P
33513,M,39,31248.0,14,J,P
33518,W,47,13832.0,13,J,P
33525,W,59,18200.0,13,D,R
33554,W,50,19500.0,13,J,P
33564,W,39,19614.0,14,J,P
33582,M,63,17784.0,13,J,P
33590,M,47,24375.0,13,J,P
33595,M,52,24973.0,13,J,P
33612,M,33,16302.0,13,C,R
33622,M,45,82476.0,12,J,P
33632,M,39,30004.0,13,J,P
33638,W,58,15899.0,13,J,P
33648,M,73,16133.0,13,J,R
33665,W,63,10044.0,12,W,A
33677,M,49,22400.0,14,J,P
33708,M,41,16900.0,13,J,P
33721,M,69,180000.0,12,J,P
33723,M,61,26000.0,13,J,P
33728,W,55,19180.0,14,S,P
33747,M,74,15184.0,13,J,R
33760,M,60,26871.0,13,G,P
33766,W,55,16800.0,14,J,P
33768,M,65,7800.0,12,J,A
33769,M,41,22100.0,13,C,P
33782,M,55,31602.74,13,J,P
33860,M,63,11050.0,13,J,P
33867,M,45,20800.0,13,C,A
33868,M,42,41761.98,13,D,P
33876,M,47,18000.0,12,J,P
33878,M,38,14294.0,14,G,A
33883,W,41,22100.0,13,J,P
33890,M,69,26000.0,13,J,P
33894,W,49,12600.0,14,G,P
33909,M,41,22100.0,13,G,P
33914,M,63,17160.0,13,J,P
33916,M,38,23800.0,14,J,P
33918,M,39,21749.0,13,J,P
33923,M,43,31200.0,13,J,P
33941,M,38,16800.0,14,G,A
33964,M,46,76206.0,13,J,P
33974,W,57,19500.0,13,J,P
33999,M,60,28600.0,13,J,P
34025,M,57,18785.0,13,W,P
34029,W,53,6500.0,13,D,P
34034,M,39,28600.0,13,J,P
34037,M,44,12.0,12,G,A
34040,M,47,26000.0,13,G,P
34058,M,40,25200.0,14,J,P
34066,W,47,692900.0,13,C,P
34068,M,61,26600.0,14,J,P
34072,M,44,26000.0,13,J,A
34081,M,52,32074.0,14,J,P
34084,M,46,20800.0,13,J,P
34099,M,47,32500.0,13,J,P
34102,M,51,23107.5,13,J,P
34108,W,42,25168.0,13,J,P
34116,M,63,11440.0,13,S,P
34138,M,52,26650.0,13,J,P
34148,M,72,28084.94,13,J,P
34163,M,62,27521.0,13,J,P
34174,M,72,19500.0,13,J,P
34175,M,62,18200.0,14,G,P
34180,M,56,39000.0,13,J,P
34274,W,42,16576.0,14,G,R
34289,M,56,21229.92,12,J,P
34291,W,49,9919.0,13,G,P
34298,M,49,27706.0,14,C,P
34310,W,50,11700.0,13,J,P
34331,M,34,22100.0,13,G,P
34337,M,59,16983.2,13,G,E
34339,M,54,20916.0,14,J,P
34342,W,38,14880.0,12,G,P
34356,W,59,4088.0,14,J,P
34363,M,48,25740.0,13,J,A
34378,M,52,35756.0,14,J,P
34384,M,46,19513.0,13,G,P
34416,M,50,18200.0,13,J,R
34432,M,60,23634.0,13,J,P
34438,W,58,9568.0,13,J,P
34447,M,59,20150.0,13,J,P
34468,M,36,18265.0,13,G,A
34470,W,56,14950.0,13,J,P
34492,M,47,23400.0,13,J,R
34495,M,58,30134.0,13,J,P
34504,M,53,25200.0,14,S,P
34518,M,42,28000.0,14,J,P
34546,M,68,16900.0,13,J,P
34553,W,37,16800.0,14,J,P
34591,M,45,20930.0,14,G,P
34599,M,55,28340.0,13,J,P
34614,M,62,26000.0,13,J,R
34636,M,47,17680.0,13,J,P
34646,W,42,12831.0,13,J,P
34670,M,73,9568.0,13,J,P
34686,M,51,30800.0,14,J,P
34694,M,51,27612.0,13,J,P
34703,M,51,16900.0,13,G,R
34726,M,38,18354.0,14,G,P
34735,M,55,30420.0,13,D,P
34748,M,39,8710.0,13,J,P
34763,M,38,17550.0,13,G,A
34768,W,47,15938.0,13,D,R
34783,M,60,18590.0,13,D,T
34792,W,65,45812.0,13,G,P
34802,M,60,78000.0,13,J,P
34825,M,59,18590.0,13,J,P
34832,W,61,15600.0,13,J,P
34834,W,57,4704.0,6,J,P
34839,M,56,28600.0,13,J,P
34857,M,61,19474.0,14,D,P
34858,W,57,20482.0,14,S,P
34869,M,47,27300.0,13,J,P
34877,W,49,15400.0,14,J,P
34892,M,53,23400.0,13,J,P
34894,W,38,11900.0,14,G,A
34901,M,67,12545.0,13,J,P
34932,M,63,17160.0,13,J,P
34960,M,59,17626.0,14,G,A
34968,W,60,8086.0,13,J,P
34987,M,39,21000.0,14,J,P
34991,M,51,26000.0,13,J,P
35343,M,51,18850.0,13,J,P
35353,M,54,19600.0,14,J,P
35364,M,69,16705.0,13,G,R
35365,M,36,23800.0,14,G,P
35379,W,50,25060.0,14,S,P
35454,W,63,18200.0,13,J,P
35468,M,70,14560.0,13,J,P
35473,W,52,14820.0,13,J,P
35511,M,68,16042.0,13,J,P
35523,M,62,19838.0,13,J,P
35527,M,45,29162.0,14,J,P
35537,W,41,14910.0,14,G,R
35559,M,48,28600.0,13,J,P
35568,M,45,20800.0,13,G,P
35575,W,56,16250.0,13,J,P
35584,M,69,20020.0,13,J,P
35586,M,47,21840.0,13,S,R
35594,M,52,11700.0,13,J,P
35596,M,64,28600.0,13,J,P
35632,W,56,19981.0,13,J,P
35646,M,64,28600.0,13,J,P
35660,M,42,24050.0,13,J,P
35676,M,44,22880.0,13,J,A
35679,W,66,51168.0,13,J,P
35700,M,43,25200.0,14,J,P
35726,M,54,23400.0,13,J,P
35730,M,47,26000.0,13,J,P
35732,W,56,19734.0,13,J,P
35738,M,50,21700.0,14,J,P
35747,M,63,19320.0,14,J,P
35765,M,54,30800.0,14,J,P
35786,M,39,19448.0,13,J,P
35819,M,63,20800.0,13,J,P
35832,M,64,104000.0,13,J,P
35844,M,49,23725.0,13,J,P
35847,M,47,36400.0,14,J,P
35866,M,46,21996.0,13,J,P
35876,M,56,23400.0,13,J,P
35880,W,57,19500.0,13,J,P
35885,M,45,27300.0,13,J,P
35888,M,45,21000.0,14,J,P
35898,M,55,40300.0,13,J,P
35910,M,66,11050.0,13,J,R
35920,W,47,20644.0,13,J,P
35929,M,50,22162.0,14,J,P
35932,M,58,20800.0,13,J,P
35936,M,49,28600.0,13,J,P
35943,M,52,26000.0,13,J,P
35946,W,68,13858.0,13,W,R
36031,W,60,20034.0,14,G,P
36035,M,46,18200.0,14,J,P
36069,M,48,32500.0,13,J,P
36083,W,63,15600.0,13,G,P
36086,W,61,34125.0,13,J,P
36120,M,52,22490.0,13,J,P
36149,M,36,26936.0,14,J,P
36163,M,60,19500.0,13,J,P
36181,W,39,22120.0,14,J,R
36182,M,44,24696.0,14,J,P
36205,M,55,19600.0,14,G,P
36228,W,65,14274.0,13,J,A
36248,M,51,23583.0,14,J,A
36257,M,58,17862.0,13,J,P
36279,M,46,44655.0,13,J,P
36280,M,63,19500.0,13,J,P
36285,M,58,20150.0,13,J,P
36316,M,37,23179.0,13,J,P
36317,M,46,23400.0,13,J,P
36344,M,46,28253.68,13,D,P
36360,M,64,20410.0,13,J,P
36362,W,43,15600.0,13,S,P
36364,W,50,23800.0,14,J,P
36397,W,39,20527.0,13,G,P
36399,W,39,15400.0,14,G,P
36408,M,48,21000.0,14,J,P
36421,M,40,16900.0,13,G,R
36429,M,44,17693.0,13,J,P
36460,W,66,37856.0,13,W,P
36464,M,67,4956.0,12,J,P
36470,M,67,54600.0,13,J,P
36482,M,61,18564.0,13,J,P
36490,W,60,25688.0,13,J,P
36491,M,65,27885.0,13,J,P
36539,M,50,17927.0,13,J,P
36551,W,71,19500.0,13,J,P
36560,M,66,23400.0,13,J,P
36582,M,48,24969.62,13,D,P
36621,W,46,19905.47,13,J,A
36622,W,45,16003.0,13,J,P
36634,W,39,14000.0,14,J,P
36645,M,71,20410.0,13,J,P
36647,M,45,12312.0,12,W,P
36661,W,54,12948.0,13,S,P
36668,M,63,19500.0,13,J,P
36695,M,58,28600.0,13,J,P
36708,M,36,19500.0,13,G,R
36723,W,54,15600.0,13,J,P
36741,W,43,19500.0,13,J,P
36747,M,57,35896.0,14,J,P
36749,M,59,22064.0,14,J,P
36775,W,55,30800.0,14,J,P
36783,M,58,12640.92,12,J,P
36810,W,57,17550.0,13,J,P
36826,M,50,22594.0,13,C,P
36829,W,41,19096.0,14,J,P
36865,M,55,18180.0,12,J,P
36885,M,64,19500.0,13,J,P
36891,W,58,19500.0,13,J,P
36924,W,44,14000.0,14,J,P
36934,W,62,19500.0,13,G,R
36940,M,41,26600.0,14,J,P
36967,M,42,20735.0,13,J,P
36975,M,51,25200.0,14,G,P
36977,W,37,15184.0,13,G,P
36978,M,48,21938.0,14,J,P
36986,M,47,12600.0,12,J,P
37016,M,66,19500.0,13,J,P
37027,M,51,15312.96,12,J,P
37029,M,51,23400.0,13,J,P
37046,W,60,19305.0,13,J,P
37047,M,38,16900.0,13,C,R
37052,M,59,19500.0,13,J,R
37062,M,45,16440.0,12,J,P
37076,M,65,33774.0,13,J,P
37079,W,71,14300.0,13,J,P
37127,M,45,24045.96,12,G,A
37135,M,42,18171.14,13,G,A
37139,M,41,24050.0,13,J,P
37152,M,45,33501.0,13,J,P
37153,M,52,20540.0,13,J,P
37170,M,37,17550.0,13,G,R
37172,M,49,15444.0,13,G,P
37174,M,73,35555.39,13,J,P
37175,W,72,18213.0,13,J,P
37182,M,61,28000.0,14,J,P
37183,W,55,14300.0,13,J,P
37184,M,59,22100.0,13,J,P
37190,M,56,25200.0,14,J,P
37206,W,61,6526.0,13,G,A
37209,M,59,16900.0,13,J,P
37230,M,52,28028.0,13,J,P
37234,M,39,24531.0,13,J,P
37245,M,46,23426.0,13,J,P
37247,M,34,18200.0,13,C,R
37270,M,48,30800.0,14,J,P
37275,M,63,9724.0,13,J,R
37280,M,62,36000.0,12,J,P
37284,M,61,56532.0,14,J,P
37289,M,33,14079.0,13,J,P
37292,W,44,19500.0,13,D,R
37298,M,50,23660.0,13,J,P
37309,M,51,26600.0,14,J,P
37322,M,48,12586.0,14,J,P
37326,M,49,24000.0,12,J,P
37339,W,45,17052.0,14,D,P
37345,M,57,21000.0,14,J,P
37347,M,66,18421.0,13,J,R
37349,M,65,15197.0,13,J,P
37366,M,52,20188.0,14,J,P
37367,M,64,24700.0,13,J,P
37417,W,49,18083.0,13,S,R
37426,W,61,18590.0,13,G,P
37460,W,43,9912.0,14,J,P
37478,W,52,8554.0,13,C,P
37486,M,46,16800.0,14,G,R
37491,M,46,18193.37,13,G,P
37508,W,50,12038.0,13,J,P
37525,M,49,24050.0,13,J,A
37527,M,43,23985.0,13,C,P
37528,M,68,19500.0,13,J,P
37548,W,47,16250.39,13,G,A
37561,W,51,17134.0,13,J,P
37563,M,49,32500.0,13,J,R
37575,W,54,14000.0,14,J,P
37576,M,69,21814.0,13,J,P
37585,M,51,21450.65,13,J,R
37599,W,58,21450.0,13,D,P
37600,M,52,22100.0,13,W,P
37607,W,49,22400.0,14,C,A
37615,M,51,37622.0,13,D,P
37624,M,55,18148.0,13,J,P
37629,M,59,44200.0,13,J,P
37630,W,55,25974.0,13,J,P
37632,M,60,22750.0,13,J,P
37646,W,48,30800.0,14,J,P
37652,M,52,27916.0,14,G,P
37654,M,58,252000.0,14,J,P
37663,M,60,30800.0,14,J,P
37668,M,43,21567.0,13,G,P
37687,M,63,26446.0,14,J,P
37713,M,59,32045.0,13,G,P
37742,M,54,23400.0,13,J,P
37748,M,55,18200.0,13,J,E
37766,M,72,16159.39,13,J,P
37769,M,67,22750.0,13,J,P
37778,M,55,16416.0,12,J,P
37785,M,35,27495.0,13,G,P
37786,W,50,10402.0,14,J,P
37787,M,52,20202.0,13,J,P
37791,W,57,21112.0,13,G,P
37793,W,49,24000.0,12,D,R
37796,M,51,25200.0,14,J,P
37803,M,50,23816.0,13,J,P
37807,W,46,18850.0,13,D,R
37810,W,70,10200.0,12,D,P
37811,M,42,22100.0,13,G,P
37819,M,50,28223.0,13,J,E
37852,W,56,10980.0,12,J,P
37873,W,58,22100.0,13,J,P
37883,M,43,25532.0,13,S,R
37887,M,66,21775.0,13,J,P
37905,M,56,29900.0,13,J,P
37910,W,59,11700.0,13,J,P
37919,M,45,21000.0,14,J,P
37923,M,65,20800.0,13,J,P
37928,M,57,16524.0,12,J,P
37932,M,63,18473.0,13,J,P
37944,W,68,16120.0,13,G,P
37956,M,74,19500.0,13,J,P
37962,M,51,15918.0,14,J,P
37963,W,50,14300.0,13,J,A
37964,M,53,28000.0,14,J,P
37975,M,54,15990.0,13,J,P
37977,M,63,37428.0,12,J,P
38097,M,77,18915.0,13,W,P
38103,M,43,16640.0,13,G,A
38116,M,41,18369.0,13,G,P
38129,M,55,26782.0,14,J,P
38136,M,63,20800.0,13,J,P
38151,M,40,15886.0,13,C,P
38154,W,59,20748.0,13,J,P
38173,M,42,18200.0,13,J,P
38182,W,58,24990.0,14,J,P
38188,M,54,28600.0,13,J,P
38210,M,43,21762.0,13,J,P
38212,M,62,25060.0,14,J,P
38216,W,40,21574.0,14,G,P
38217,W,46,16900.0,13,C,R
38225,M,53,28600.0,13,J,P
38249,M,66,26000.0,13,W,P
38269,M,49,18852.0,12,C,P
38280,W,38,21060.0,13,J,P
38291,M,47,24765.0,13,J,P
38303,W,57,16759.99,13,G,A
38309,M,51,17500.0,14,G,P
38312,M,44,21000.0,14,J,P
38328,W,54,14300.0,13,J,P
38341,W,57,19166.0,14,J,P
38348,M,68,26754.0,14,J,R
38372,M,35,24780.0,14,J,P
38376,M,66,15600.0,13,J,P
38400,M,46,14300.0,13,J,P
38409,M,55,19500.0,13,J,P
38421,M,46,13.0,13,J,P
38424,M,58,16506.23,13,J,P
38474,W,43,15600.0,13,J,A
38478,M,58,37800.0,14,J,P
38490,M,44,31447.0,13,J,P
38498,M,52,20046.0,13,D,A
38516,M,52,11808.0,12,J,P
38527,M,51,14906.52,12,J,P
38536,M,76,19071.0,13,J,P
38538,M,39,23400.0,13,J,R
38544,M,59,17173.0,13,J,P
38545,M,60,15470.0,13,J,P
38577,M,61,20800.0,13,J,P
38587,W,52,18200.0,14,J,P
38593,M,50,10800.0,12,G,P
38618,M,70,17186.0,13,J,P
38625,M,46,20150.0,13,J,R
38631,M,56,24000.0,12,J,P
38647,M,44,22620.0,13,G,A
38652,W,63,21970.0,13,J,P
38653,M,66,25129.0,13,J,P
38689,W,61,23800.0,14,J,P
38704,M,52,22750.0,13,G,R
38718,M,50,9396.0,12,J,P
38729,W,46,6162.0,13,J,P
38736,W,73,12181.0,13,C,P
38740,M,55,23400.0,13,J,P
38752,M,60,27001.0,13,G,P
38759,W,58,23400.0,13,J,P
38777,M,47,20202.0,14,C,R
38832,W,65,10140.0,13,J,A
38846,M,56,29900.0,13,J,P
38854,W,59,29250.0,13,D,P
38888,M,45,26000.0,13,S,A
38895,M,64,27456.0,13,J,P
38916,M,44,25025.0,13,J,P
38932,M,42,24934.0,13,J,P
38939,W,54,14300.0,13,D,A
38947,M,58,27692.34,13,J,P
38956,M,59,21000.0,14,J,P
38965,M,38,18122.0,13,J,P
38979,W,63,26000.0,13,J,P
39010,M,56,21099.0,13,G,P
39011,M,61,23998.0,13,J,P
39024,W,53,16900.0,13,J,P
39026,W,69,22906.0,13,J,P
39028,W,60,22400.0,14,J,P
39032,M,63,26600.0,14,W,P
39042,M,69,15600.0,13,J,P
39053,M,39,18200.0,14,D,A
39061,M,45,21420.0,12,J,P
39064,M,59,25900.0,14,J,P
39092,M,69,15600.0,13,J,P
39120,M,52,20150.0,13,G,P
39179,W,45,14157.0,13,J,R
39184,M,50,36408.0,12,S,R
39193,W,40,27496.0,14,C,P
39196,M,39,22425.0,13,C,P
39250,M,57,19500.0,13,J,P
39258,W,46,16800.0,14,C,P
39263,M,41,23205.0,13,J,P
39326,W,70,15392.0,13,S,P
39335,M,52,23268.0,14,J,P
39337,W,42,19500.0,13,J,P
39390,M,40,24700.0,13,J,P
39413,M,53,18200.0,13,J,P
39428,W,69,17498.0,13,D,P
39433,M,48,16800.0,14,J,P
39443,M,48,32812.0,13,J,R
39444,M,47,28678.0,13,J,P
39463,M,46,33722.0,13,J,P
39481,W,63,9568.0,13,J,P
39492,M,68,16510.0,13,J,R
39500,W,43,19500.0,13,G,P
39508,W,53,23400.0,13,J,P
39520,W,45,25620.0,14,D,P
39525,M,63,15600.0,13,J,P
39527,W,37,18421.0,13,C,A
39529,M,64,27430.0,13,J,P
39534,M,64,27144.0,13,J,P
39609,M,50,20800.0,13,J,P
39639,M,65,14400.0,12,D,P
39642,W,73,19500.0,13,G,R
39654,M,51,18408.0,13,J,P
39661,M,54,35076.99,13,J,P
39678,W,52,18616.0,13,J,P
39695,M,43,1399566.0,14,S,P
39700,M,42,22100.0,13,J,P
39720,W,37,16800.0,14,C,P
39727,M,59,17277.0,13,J,P
39741,M,62,6222.0,12,J,P
39745,M,36,19040.0,14,G,A
39754,W,57,20286.24,13,J,P
39757,M,60,19110.0,13,J,A
39836,M,66,15600.0,13,G,P
39868,M,50,27300.0,14,G,P
39885,W,58,14950.0,13,W,P
39904,M,39,17542.0,14,G,P
39910,M,46,22400.0,14,G,P
39935,W,60,20800.0,13,J,P
39959,W,59,15600.0,13,J,P
39985,M,61,28420.0,14,J,P
40079,W,35,18242.0,14,G,P
40090,M,55,26768.0,14,G,P
40104,M,42,20540.0,13,G,P
40107,M,63,16809.0,13,J,P
40109,M,45,16640.0,13,C,P
40112,W,55,11050.0,13,J,P
40138,M,37,16800.0,14,C,R
40148,M,47,21000.0,14,J,P
40149,W,47,11200.0,14,J,P
40155,M,46,19825.0,13,G,A
40201,M,48,25818.0,13,J,P
40216,M,39,23400.0,13,J,P
40218,W,67,9750.0,13,J,P
40221,M,58,33800.0,13,W,P
40246,W,45,10595.0,13,J,P
40247,W,56,20540.0,13,J,P
40274,M,39,18720.0,13,J,P
40277,M,63,39200.0,14,C,P
40286,M,71,42952.0,13,J,P
40297,M,33,22022.0,13,J,P
40308,W,40,27300.0,13,G,R
40326,W,58,21398.0,13,J,P
40329,M,55,24765.0,13,J,P
40330,W,38,13000.0,13,J,P
40345,M,47,23400.0,13,J,P
40371,M,49,20776.0,14,J,P
40377,W,63,17500.0,14,J,P
40382,M,61,4632.0,12,J,P
40387,M,56,20800.0,13,D,R
40411,M,42,32877.0,13,J,P
40420,M,66,25610.0,13,J,P
40423,M,61,17446.0,13,J,P
40444,W,49,18850.0,13,J,P
40451,M,71,14794.0,13,J,P
40454,M,49,21504.0,14,G,P
40459,M,67,27928.94,13,J,P
40470,M,64,21879.0,13,J,P
40476,M,61,24700.0,13,J,P
40485,M,53,29890.0,14,J,P
40487,M,46,18522.0,14,J,A
40490,W,58,18354.0,14,J,P
40515,M,60,20228.0,13,J,P
40520,M,63,20800.0,13,J,P
40528,W,65,20800.0,13,J,P
40536,M,60,24000.0,12,J,P
40551,M,43,26000.0,13,G,A
40565,W,62,24323.0,13,S,P
40569,M,37,18200.0,14,J,P
40614,W,63,19110.0,13,G,P
40622,W,67,28600.0,13,J,P
40627,M,66,23492.0,14,J,R
40636,M,50,25200.0,14,J,P
40647,M,47,22100.0,13,S,P
40648,M,52,2640.0,12,J,P
40671,M,57,26250.0,14,J,P
40673,M,35,19500.0,13,G,P
40685,W,53,14700.0,14,J,P
40731,W,48,15400.0,14,J,P
40732,M,55,20700.0,12,J,P
40738,M,63,23400.0,13,J,P
40764,M,52,18494.0,14,J,R
40767,M,49,22893.0,13,J,A
40794,M,54,22100.0,13,J,P
40810,W,71,15600.0,13,J,P
40821,M,73,21190.0,13,J,P
40828,W,45,26400.0,12,J,P
40835,M,63,25200.0,14,J,P
40851,M,40,49000.0,14,C,P
40869,M,65,23673.0,13,J,P
40881,M,59,27300.0,13,J,P
40898,M,67,23569.0,13,D,R
40905,M,63,20902.0,14,J,P
40929,M,52,20734.0,14,G,P
40946,M,60,28000.0,14,J,P
40982,M,46,0.0,0,G,A
41005,M,63,21450.0,13,J,P
41010,M,59,21000.0,14,J,P
41071,M,62,21060.0,13,J,P
41096,M,69,20800.0,13,J,P
41107,M,56,11964.0,12,J,P
41122,W,61,1586200.0,14,D,R
41134,W,47,13000.0,13,G,P
41139,M,51,28015.0,13,J,P
41144,M,61,28600.0,13,J,P
41161,W,67,16640.0,13,W,P
41207,M,48,15000.0,12,G,P
41208,M,73,14300.0,13,J,R
41221,M,40,14400.0,12,J,P
41243,W,52,20007.0,13,G,P
41249,M,39,26585.0,13,G,P
41263,W,63,11634.22,13,W,P
41268,M,35,18200.0,14,G,A
41291,M,46,18200.0,13,J,P
41294,W,65,17276.0,14,S,R
41320,M,46,21600.0,12,J,P
41328,M,38,23543.0,13,J,A
41333,M,66,31531.63,13,J,P
41337,W,43,11050.0,13,J,P
41338,M,54,28327.0,13,J,P
41339,W,39,7150.0,13,J,P
41366,W,64,19500.0,13,J,P
