CUSTOMER_ID,STATUS,SECTOR_TYPE,GOOD_VALUE,ADVANCE_VALUE,LOAN_VALUE,INSTALLMENT_VALUE,NUMBER_INSTALLMENT,GAPR,NIR,REFINANCED,FROM_REFINANCE
31013,CONCLUDED REGULARLY,FL,399.0,39.9,359.1,39.9,10,21.72,19.817,N,N
31013,CONCLUDED REGULARLY,FL,1399.0,501.0,911.47,91.15,10,3.316,0.007,N,N
31013,CONCLUDED REGULARLY,FL,888.0,388.0,500.0,50.0,11,11.00304,10.48427,N,N
31013,CONCLUDED REGULARLY,FL,500.0,0.0,500.0,55.6,10,21.90381,19.97057,N,N
31041,CONCLUDED REGULARLY,FL,341.85,0.0,341.85,50.0,8,12.956,12.245,N,N
31041,EARLY EXPIRED,CL,14300.0,200.0,15242.65,290.71,60,5.555,5.419,N,N
31041,EARLY EXPIRED,CL,11220.0,4020.0,7573.75,86.0,24,11.508,10.536,N,N
31041,EARLY EXPIRED,PL,30000.0,0.0,32626.88,394.5,120,8.329,7.921,Y,N
31041,EARLY EXPIRED,CL,11600.0,0.0,12116.0,272.0,54,9.275,8.708,Y,N
31041,CONCLUDED REGULARLY,FL,450.0,0.0,450.0,45.0,11,21.32,19.476,N,N
31041,EARLY EXPIRED,PL,20000.0,0.0,21011.0,382.5,72,9.36,9.36,N,N
31042,CONCLUDED REGULARLY,FL,258.7,0.0,258.7,44.5,6,11.481,10.918,N,N
31042,CONCLUDED REGULARLY,PL,1000.0,0.0,1000.0,100.0,10,10.773,10.275,N,N
31042,EARLY EXPIRED,PL,2000.0,0.0,2066.0,66.5,36,10.28606,9.83079,N,N
31048,CONCLUDED REGULARLY,FL,838.0,0.0,872.0,87.2,10,9.117,0.0,N,N
31048,CONCLUDED REGULARLY,CL,3150.0,150.0,3105.0,183.0,18,7.822,7.555,N,N
31048,CONCLUDED REGULARLY,FL,259.0,0.0,259.0,25.9,10,0.0,0.0,N,N
31048,CONCLUDED REGULARLY,CL,3222.69,1156.86,2065.83,181.79,12,10.67,0.0,N,N
31048,CONCLUDED REGULARLY,CL,10000.0,5000.0,5150.0,159.0,36,9.39,6.99,N,N
31048,CONCLUDED REGULARLY,FL,690.0,0.0,690.0,57.5,12,9.5444,0.0,N,N
31059,CONCLUDED REGULARLY,FL,469.0,0.0,469.0,469.0,1,15.659,99.99999,N,N
31059,CONCLUDED REGULARLY,FL,1978.99,0.0,1978.99,98.95,20,0.00042,0.00042,N,N
31069,CONCLUDED REGULARLY,FL,650.0,0.0,650.0,60.0,12,15.677,14.652,N,N
31080,EARLY EXPIRED,FL,2414.63,114.63,2300.0,115.0,22,7.231,7.002,N,N
31080,EARLY EXPIRED,PL,6500.0,0.0,6775.83,146.65,54,7.2325,7.00327,Y,N
31080,EARLY EXPIRED,PL,13000.0,0.0,13961.92,289.85,60,8.87025,9.00347,N,Y
31080,CONCLUDED REGULARLY,FL,700.92,0.0,700.92,63.6,12,7.1594,8.9503,N,N
31098,CONCLUDED REGULARLY,FL,2700.0,1200.0,1536.0,72.5,24,12.986,12.272,N,N
31098,CONCLUDED REGULARLY,CL,17500.0,7500.0,10711.25,257.0,48,7.75994,7.10172,N,N
31114,CONCLUDED REGULARLY,FL,1053.7,0.0,1053.7,1053.7,1,9.877,99.99999,N,N
31120,CONCLUDED REGULARLY,FL,1000.0,0.0,1000.0,100.0,10,7.865,7.595,N,N
31120,CONCLUDED REGULARLY,FL,587.0,0.0,587.0,58.7,10,7.865,7.595,N,N
31120,CONCLUDED REGULARLY,FL,562.68,0.0,562.68,64.71,9,18.19563,6.92784,N,N
31120,CONCLUDED REGULARLY,FL,699.0,0.0,699.0,43.48,18,19.72137,11.99195,N,N
31120,CONCLUDED REGULARLY,FL,843.9,0.0,843.9,84.4,10,10.8005,10.30006,N,N
31120,CONCLUDED REGULARLY,FL,599.0,50.0,549.0,27.45,20,0.0,0.0,N,N
31120,CONCLUDED REGULARLY,FL,800.0,0.0,800.0,80.0,10,10.77281,10.27485,N,N
31130,CONCLUDED REGULARLY,FL,349.0,0.0,349.0,42.0,6,16.056,14.983,N,N
31130,CONCLUDED REGULARLY,FL,249.0,0.0,249.0,27.25,10,22.049,20.091,N,N
31130,CONCLUDED REGULARLY,FL,499.0,0.0,499.0,46.25,12,22.067,20.106,N,N
31130,CONCLUDED REGULARLY,FL,882.8,282.8,600.0,60.0,10,0.0,0.0,N,N
31130,EARLY EXPIRED,FL,6000.0,0.0,6000.0,217.0,30,6.18494,6.01624,Y,N
31130,CONCLUDED REGULARLY,FL,687.2,0.0,687.2,116.82,6,7.02986,6.81303,N,N
31130,EARLY EXPIRED,PL,7500.0,0.0,8316.88,207.0,48,9.39006,9.00863,Y,Y
31130,CONCLUDED REGULARLY,FL,320.0,0.0,320.0,55.2,6,12.57338,11.90215,N,N
31130,EARLY EXPIRED,PL,8500.0,0.0,9351.95,194.0,60,9.78086,8.97111,Y,Y
31130,CONCLUDED REGULARLY,FL,659.0,0.0,659.0,65.9,10,0.0,0.0,N,N
31130,CONCLUDED REGULARLY,FL,1490.0,0.0,1571.95,131.0,12,14.9583,0.00587,N,N
31130,EARLY EXPIRED,FL,384.9,0.0,384.9,65.6,6,25.8846,5.98492,Y,N
31130,CONCLUDED REGULARLY,FL,1338.85,0.0,1338.85,133.88,10,0.0,0.0,N,N
31130,CONCLUDED REGULARLY,FL,299.0,0.0,299.0,29.9,10,20.99277,0.0,N,N
31143,CONCLUDED REGULARLY,FL,1200.0,0.0,1200.0,120.0,10,7.865,7.595,N,N
31143,CONCLUDED REGULARLY,CL,10200.0,2200.0,8200.0,207.0,48,12.20773,9.75253,N,N
31143,CONCLUDED REGULARLY,FL,1000.0,0.0,1006.0,83.83,12,6.57564,0.0,N,N
31159,EARLY EXPIRED,PL,5000.0,0.0,5783.1,120.0,60,10.67883,8.98302,Y,N
31159,EARLY EXPIRED,PL,6000.0,0.0,6590.0,115.0,84,13.71458,11.62098,N,Y
31168,CONCLUDED REGULARLY,CL,1782.0,0.0,1835.46,136.5,15,10.686,10.196,N,N
31168,CONCLUDED REGULARLY,PL,13000.0,0.0,13656.82,428.0,36,9.64582,8.00713,N,N
31172,CONCLUDED REGULARLY,FL,5362.0,2312.0,3050.0,508.33,6,0.0,0.0,N,N
31172,CONCLUDED REGULARLY,FL,1600.0,0.0,1600.0,95.0,18,7.96266,7.68603,N,N
31172,CONCLUDED REGULARLY,FL,399.0,0.0,399.0,39.9,10,14.62027,0.0,N,N
31172,CONCLUDED REGULARLY,CL,16600.0,0.0,16850.0,332.0,60,7.9425,6.79211,N,N
31172,CONCLUDED REGULARLY,FL,1091.85,0.0,1091.85,95.69,12,16.22816,9.40682,N,N
31174,CONCLUDED REGULARLY,FL,1650.0,50.0,1624.0,74.5,24,9.83,9.413,N,N
31174,CONCLUDED REGULARLY,FL,1940.26,0.0,1940.26,73.0,30,9.37095,8.99103,N,N
31179,CONCLUDED REGULARLY,FL,1478.9,0.0,1538.05,85.45,18,9.1611,0.00411,N,N
31179,CONCLUDED REGULARLY,FL,309.89,0.0,309.89,30.99,10,0.007,0.007,N,N
31180,CONCLUDED REGULARLY,FL,1092.9,0.0,1153.0,96.1,12,16.66081,0.03203,N,N
31180,CONCLUDED REGULARLY,FL,1143.0,0.0,1223.01,33.97,36,6.90633,0.0,N,N
31180,CONCLUDED REGULARLY,PL,1500.0,0.0,1500.0,131.5,12,13.86435,9.46373,N,N
31195,CONCLUDED REGULARLY,FL,3132.0,783.0,2349.0,391.5,6,0.0,0.0,N,N
31195,CONCLUDED REGULARLY,PL,10000.0,0.0,10000.0,304.67,36,6.41168,6.09941,N,N
31212,EARLY EXPIRED,PL,15000.0,0.0,15787.75,269.5,84,11.7,10.901,N,N
31212,CONCLUDED REGULARLY,FL,997.0,0.0,997.0,88.35,12,17.78439,11.50169,N,N
31212,CONCLUDED REGULARLY,FL,965.0,0.0,965.0,85.51,12,17.96655,11.49218,N,N
31244,EARLY EXPIRED,PL,6000.0,0.0,6866.4,152.4,60,13.326,11.902,Y,N
31244,EARLY EXPIRED,PL,9500.0,0.0,9985.27,221.65,60,13.095,11.907,Y,Y
31244,EARLY EXPIRED,PL,15000.0,0.0,17050.4,243.0,120,13.2169,11.83499,Y,Y
31244,CONCLUDED REGULARLY,FL,659.0,0.0,708.42,29.52,24,13.64595,0.00812,N,N
31272,EARLY EXPIRED,FL,4100.0,0.0,4100.0,131.5,36,10.15191,9.0705,Y,N
31272,EARLY EXPIRED,PL,5000.0,0.0,5711.45,183.0,36,11.7182,9.51701,Y,Y
31272,CONCLUDED REGULARLY,PL,5000.0,0.0,5869.51,188.0,36,11.94452,9.49354,N,Y
31297,CONCLUDED REGULARLY,CL,9300.0,1300.0,8000.0,205.0,48,11.07,10.545,N,N
31297,CONCLUDED REGULARLY,CL,4800.0,150.0,4800.0,160.0,30,2.501,0.0,N,N
31297,CONCLUDED REGULARLY,FL,2400.0,500.0,1900.0,167.0,12,14.07174,9.95452,N,N
31297,CONCLUDED REGULARLY,FL,1700.0,0.0,1700.0,149.5,12,14.62229,10.05437,N,N
31297,CONCLUDED REGULARLY,FL,3360.0,1860.0,1500.0,134.73,12,9.98329,9.55366,N,N
31301,CONCLUDED REGULARLY,FL,1440.79,0.0,1496.29,124.69,12,5.62,0.0,N,N
31302,CONCLUDED REGULARLY,FL,399.0,0.0,399.0,38.15,12,17.151,15.934,N,N
31302,CONCLUDED REGULARLY,PL,30000.0,0.0,30981.72,512.0,72,6.19164,5.90032,N,N
31327,CONCLUDED REGULARLY,FL,1867.0,0.0,1867.0,209.7,10,15.897,14.845,N,N
31341,CONCLUDED REGULARLY,FL,649.0,0.0,678.2,56.52,12,13.26085,0.01089,N,N
31341,CONCLUDED REGULARLY,FL,884.0,0.0,884.0,88.4,10,0.0,0.0,N,N
31341,EARLY EXPIRED,PL,7000.0,0.0,8298.74,150.0,84,14.16662,12.78454,Y,N
31344,EARLY EXPIRED,PL,15000.0,0.0,15778.94,283.65,72,9.273,8.901,N,N
31344,EARLY EXPIRED,PL,23000.0,0.0,24716.34,396.5,84,9.48951,8.90719,Y,N
31344,EARLY EXPIRED,PL,22000.0,0.0,22220.0,335.0,84,7.68635,6.96691,Y,Y
31344,EARLY EXPIRED,PL,17500.0,0.0,19318.0,244.19,120,9.32644,8.95002,Y,Y
31367,CONCLUDED REGULARLY,FL,700.0,0.0,717.0,119.5,6,8.601,0.0,N,N
31367,CONCLUDED REGULARLY,FL,349.0,0.0,349.0,34.9,10,0.0,0.0,N,N
31367,CONCLUDED REGULARLY,FL,1100.0,0.0,1100.0,110.0,10,17.38279,10.27483,N,N
31367,CONCLUDED REGULARLY,FL,899.0,0.0,899.0,89.9,10,18.91491,10.27485,N,N
31367,CONCLUDED REGULARLY,FL,950.0,0.0,1016.5,84.71,12,11.42449,0.00205,N,N
31367,CONCLUDED REGULARLY,FL,1329.0,0.0,1329.0,66.45,20,0.0,0.0,N,N
31395,CONCLUDED REGULARLY,FL,4080.0,900.0,3180.0,265.0,12,0.0,0.0,N,N
31397,CONCLUDED REGULARLY,FL,3834.0,1134.0,2700.0,468.55,6,14.932,13.998,N,N
31397,EARLY EXPIRED,PL,20000.0,0.0,20718.23,512.0,48,9.08508,8.35952,N,N
31413,CONCLUDED REGULARLY,FL,1499.0,350.0,1159.0,115.9,10,1.911,0.0,N,N
31462,CONCLUDED REGULARLY,FL,299.0,0.0,319.0,31.9,10,8.549,0.0,N,N
31462,CONCLUDED REGULARLY,FL,420.89,0.0,432.46,36.03,12,13.78041,0.0,N,N
31462,CONCLUDED REGULARLY,FL,418.9,0.0,418.9,24.89,18,23.74176,8.60667,N,N
31462,CONCLUDED REGULARLY,FL,402.5,0.0,402.5,40.25,10,15.22478,0.0,N,N
31471,CONCLUDED REGULARLY,FL,396.31,0.0,400.27,40.05,10,10.921,10.409,N,N
31471,CONCLUDED REGULARLY,FL,289.85,0.0,310.13,25.84,12,24.5661,0.0,N,N
31498,CONCLUDED REGULARLY,FL,199.0,0.0,209.0,20.9,10,11.371,0.0,N,N
31498,CONCLUDED REGULARLY,FL,570.0,0.0,570.0,57.0,10,0.0,0.0,N,N
31498,CONCLUDED REGULARLY,FL,618.99,0.0,618.99,61.9,11,12.18083,11.54942,N,N
31512,CONCLUDED REGULARLY,FL,499.0,0.0,499.0,54.95,6,12.628,11.951,N,N
31512,CONCLUDED REGULARLY,FL,261.9,30.0,231.9,25.8,10,22.01728,20.06516,N,N
31558,CONCLUDED REGULARLY,FL,1872.0,0.0,1872.0,167.26,12,13.04397,9.9372,N,N
31558,CONCLUDED REGULARLY,FL,1312.87,0.0,1312.87,131.29,10,0.00498,0.00498,N,N
31558,CONCLUDED REGULARLY,FL,868.9,0.0,868.9,48.27,18,0.0,0.0,N,N
31581,CONCLUDED REGULARLY,FL,350.0,0.0,350.0,31.0,12,12.022,11.407,N,N
31581,CONCLUDED REGULARLY,FL,1298.0,0.0,1298.0,129.8,10,0.0,0.0,N,N
31581,CONCLUDED REGULARLY,FL,4071.11,0.0,4071.11,4071.11,1,9.98825,9.5582,N,N
31600,EARLY EXPIRED,CL,35500.0,15500.0,21313.12,245.0,120,7.43805,6.77509,N,N
31600,CONCLUDED REGULARLY,FL,499.0,0.0,499.0,49.9,10,12.11785,0.0,N,N
31603,CONCLUDED REGULARLY,FL,2757.0,747.0,2010.0,125.63,16,0.005,0.005,N,N
31603,CONCLUDED REGULARLY,PL,2000.0,0.0,2067.0,124.0,18,9.855,9.855,N,N
31603,CONCLUDED REGULARLY,PL,4000.0,0.0,4164.0,194.0,24,10.961,10.961,N,N
31603,CONCLUDED REGULARLY,PL,7000.0,0.0,7482.0,155.5,60,10.48871,9.051,N,N
31619,CONCLUDED REGULARLY,FL,1199.0,0.0,1224.0,25.5,48,1.019,0.0,N,N
31619,CONCLUDED REGULARLY,FL,648.0,0.0,664.2,66.42,10,4.755,0.0,N,N
31619,CONCLUDED REGULARLY,FL,299.0,0.0,299.0,29.9,10,0.0,0.0,N,N
31619,CONCLUDED REGULARLY,FL,359.1,0.0,359.1,35.91,10,0.0,0.0,N,N
31641,CONCLUDED REGULARLY,FL,518.0,0.0,518.0,56.17,10,19.567,18.004,N,N
31641,CONCLUDED REGULARLY,PL,7000.0,0.0,8138.02,182.0,60,14.76741,12.23654,N,N
31641,CONCLUDED REGULARLY,FL,299.0,0.0,299.0,49.83,6,0.0,0.0,N,N
31641,CONCLUDED REGULARLY,FL,1108.0,0.0,1108.0,51.1,24,15.32148,9.94411,N,N
31641,CONCLUDED REGULARLY,FL,549.1,0.0,549.1,27.46,20,0.02082,0.02082,N,N
31641,CONCLUDED REGULARLY,PL,5700.0,0.0,5785.5,269.52,24,14.37916,10.95173,N,N
31641,EARLY EXPIRED,PL,6000.0,0.0,6120.0,277.0,24,11.41186,7.92165,Y,N
31650,CONCLUDED REGULARLY,FL,443.1,0.0,471.9,39.33,12,8.33289,0.01605,N,N
31650,CONCLUDED REGULARLY,FL,615.69,0.0,661.86,36.77,18,9.3313,0.0,N,N
31651,CONCLUDED REGULARLY,FL,812.9,0.0,825.9,137.65,6,5.601,0.0,N,N
31651,CONCLUDED REGULARLY,CL,16900.0,5300.0,12064.0,375.0,36,8.08539,7.45209,N,N
31651,CONCLUDED REGULARLY,FL,2230.0,0.0,2230.0,92.92,24,1.34911,0.00345,N,N
31660,CONCLUDED REGULARLY,FL,2090.32,790.32,1300.0,130.0,10,7.865,7.595,N,N
31660,CONCLUDED REGULARLY,CL,1440.0,0.0,1440.0,48.0,30,0.0,0.0,N,N
31660,EARLY EXPIRED,PL,10000.0,0.0,10200.0,123.0,120,9.11335,7.85984,N,N
31667,CONCLUDED REGULARLY,FL,1789.0,51.0,1738.0,79.0,22,0.0,0.0,N,N
31667,CONCLUDED REGULARLY,CL,6800.0,0.0,7038.0,219.0,36,7.788,7.523,N,N
31673,CONCLUDED REGULARLY,FL,619.0,70.0,564.71,51.93,12,19.78,18.185,N,N
31673,CONCLUDED REGULARLY,CL,9400.0,1400.0,8706.7,211.0,48,10.41934,7.61843,N,N
31676,EARLY EXPIRED,FL,11500.0,0.0,11845.0,286.5,48,7.78281,7.51825,N,N
31681,CONCLUDED REGULARLY,FL,743.88,0.0,743.88,74.38,10,0.0,0.0,N,N
31681,CONCLUDED REGULARLY,FL,1799.0,0.0,1799.0,71.96,25,0.0,0.0,N,N
31688,CONCLUDED REGULARLY,FL,749.0,0.0,761.0,70.0,12,20.316,18.639,N,N
31689,CONCLUDED REGULARLY,FL,2954.6,0.0,2954.6,255.35,12,6.99286,6.77826,N,N
31689,EARLY EXPIRED,PL,6000.0,0.0,6583.5,96.85,84,8.49872,6.21329,Y,N
31702,CONCLUDED REGULARLY,FL,805.88,84.66,750.0,750.0,1,10.266,99.99999,N,N
31702,CONCLUDED REGULARLY,CL,14000.0,1050.0,13100.0,191.5,84,6.70177,6.02,N,N
31702,CONCLUDED REGULARLY,FL,923.99,0.0,923.99,92.39,10,0.0,0.0,N,N
31722,CONCLUDED REGULARLY,FL,1254.17,354.17,900.0,157.75,6,14.434,13.559,N,N
31722,CONCLUDED REGULARLY,FL,398.0,0.0,407.95,40.8,10,4.937,0.024,N,N
31722,CONCLUDED REGULARLY,PL,6000.0,0.0,6552.0,154.5,48,9.63641,6.20816,N,N
31729,CONCLUDED REGULARLY,FL,5250.0,1650.0,3600.0,156.0,25,7.769,7.505,N,N
31729,CONCLUDED REGULARLY,FL,329.0,0.0,329.0,27.42,12,0.02247,0.02247,N,N
31729,EARLY EXPIRED,PL,25000.0,0.0,26618.56,344.0,120,10.24806,9.34793,N,N
31732,CONCLUDED REGULARLY,FL,650.0,0.0,650.0,54.17,12,9.73183,0.01138,N,N
31738,CONCLUDED REGULARLY,FL,619.0,0.0,619.0,61.9,10,0.0,0.0,N,N
31767,CONCLUDED REGULARLY,FL,948.0,0.0,993.5,99.35,10,10.843,0.0,N,N
31767,EARLY EXPIRED,PL,20000.0,0.0,20900.0,316.46,84,7.37545,7.10003,Y,N
31770,CONCLUDED REGULARLY,FL,506.9,0.0,506.9,50.7,10,10.81893,10.31684,N,N
31770,EARLY EXPIRED,PL,6000.0,0.0,6100.0,113.0,72,12.01572,9.99753,N,N
31771,CONCLUDED REGULARLY,FL,499.0,0.0,514.0,51.4,10,6.703,0.0,N,N
31771,CONCLUDED REGULARLY,FL,1499.0,0.0,1499.0,1499.0,1,14.576,99.99999,N,N
31771,EARLY EXPIRED,PL,25000.0,0.0,27750.6,403.0,96,9.85199,8.75265,N,N
31771,CONCLUDED REGULARLY,FL,918.99,0.0,918.99,91.9,10,0.00238,0.00238,N,N
31785,CONCLUDED REGULARLY,FL,699.0,4.31,694.69,39.99,19,11.517,10.95,N,N
31795,CONCLUDED REGULARLY,FL,199.0,0.0,199.0,19.9,10,10.77,99.99999,N,N
31795,CONCLUDED REGULARLY,FL,169.0,0.0,169.0,16.8,10,9.394,9.012,N,N
31795,EARLY EXPIRED,PL,6000.0,0.0,6502.6,136.5,60,11.16792,9.47901,Y,N
31795,EARLY EXPIRED,PL,10000.0,0.0,10819.9,227.0,60,10.86038,9.45497,Y,Y
31795,EARLY EXPIRED,PL,15000.0,0.0,16595.25,254.5,96,11.53925,10.30441,Y,Y
31795,EARLY EXPIRED,PL,16500.0,0.0,18254.77,94.5,48,8.34836,6.50844,Y,Y
31795,EARLY EXPIRED,PL,4000.0,0.0,4387.41,92.5,60,12.48123,9.66595,Y,Y
31799,CONCLUDED REGULARLY,FL,419.0,0.0,419.0,39.0,12,13.56,12.784,N,N
31799,CONCLUDED REGULARLY,FL,1526.26,0.0,1526.26,1526.26,1,7.958,7.682,N,N
31811,CONCLUDED REGULARLY,FL,549.0,0.0,559.98,56.0,10,4.43569,0.00778,N,N
31811,CONCLUDED REGULARLY,FL,1076.97,0.0,1076.97,53.85,20,0.00318,0.00318,N,N
31811,CONCLUDED REGULARLY,FL,633.83,0.0,633.83,63.38,10,0.0,0.0,N,N
31813,CONCLUDED REGULARLY,FL,975.0,0.0,975.0,86.5,12,12.96,11.72,N,N
31813,CONCLUDED REGULARLY,FL,4206.89,0.0,4206.89,134.7,36,9.33833,8.96098,N,N
31813,CONCLUDED REGULARLY,FL,739.96,0.0,739.96,74.0,10,0.01179,0.01179,N,N
31832,CONCLUDED REGULARLY,FL,478.0,0.0,478.0,39.83,12,0.0,0.0,N,N
31850,CONCLUDED REGULARLY,FL,329.0,0.0,329.0,58.0,6,21.385,19.537,N,N
31850,CONCLUDED REGULARLY,FL,259.0,25.9,233.1,26.0,10,22.608,20.556,N,N
31850,CONCLUDED REGULARLY,PL,30000.0,0.0,31687.76,492.35,84,8.38859,7.86322,N,N
31850,EARLY EXPIRED,PL,10000.0,0.0,11239.18,162.0,84,6.3141,5.59224,Y,N
31858,CONCLUDED REGULARLY,FL,600.0,0.0,600.0,54.0,12,15.449,14.452,N,N
31858,CONCLUDED REGULARLY,FL,580.0,0.0,580.0,52.5,12,16.706,15.548,N,N
31858,EARLY EXPIRED,FL,2050.0,0.0,2050.0,125.97,18,13.806,13.003,N,N
31858,CONCLUDED REGULARLY,FL,828.0,100.0,728.0,43.45,18,18.20826,9.18841,N,N
31858,CONCLUDED REGULARLY,FL,938.95,0.0,938.95,54.91,18,9.39039,6.54879,N,N
31858,EARLY EXPIRED,FL,1549.0,0.0,1549.0,70.91,24,13.18094,9.20296,N,N
31872,CONCLUDED REGULARLY,FL,290.0,0.0,290.0,51.0,6,20.36,18.676,N,N
31872,EARLY EXPIRED,PL,15000.0,0.0,15710.55,331.0,60,10.52629,9.63653,Y,N
31872,CONCLUDED REGULARLY,CL,18000.0,0.0,18910.0,359.5,66,9.27,8.48,N,N
31872,EARLY EXPIRED,PL,15000.0,0.0,16071.52,346.0,60,12.01996,10.57035,Y,Y
31872,CONCLUDED REGULARLY,FL,800.0,0.0,903.2,50.18,18,13.9656,0.00462,N,N
31873,CONCLUDED REGULARLY,FL,579.0,0.0,579.0,48.25,12,0.0,0.0,N,N
31873,CONCLUDED REGULARLY,FL,435.9,0.0,444.61,44.46,10,21.04977,0.0,N,N
31873,CONCLUDED REGULARLY,FL,799.0,0.0,799.0,39.95,20,0.0,0.0,N,N
31873,CONCLUDED REGULARLY,PL,3200.0,0.0,3232.0,98.2,36,8.17609,5.9155,N,N
31873,CONCLUDED REGULARLY,FL,999.0,0.0,999.0,99.9,10,0.0,0.0,N,N
31876,CONCLUDED REGULARLY,FL,3000.0,0.0,3000.0,150.0,23,8.819,8.481,N,N
31876,CONCLUDED REGULARLY,FL,2370.0,370.0,2176.68,97.5,24,13.70649,7.04501,N,N
31876,CONCLUDED REGULARLY,FL,650.0,0.0,650.0,65.0,11,15.49371,14.49139,N,N
31882,CONCLUDED REGULARLY,FL,599.0,0.0,619.0,51.58,12,2.96,0.0,N,N
31882,CONCLUDED REGULARLY,PL,6000.0,0.0,6515.25,163.0,48,11.40877,9.28004,N,N
31882,CONCLUDED REGULARLY,FL,788.8,0.0,788.8,39.44,20,0.0,0.0,N,N
31901,CONCLUDED REGULARLY,FL,1400.0,0.0,1400.0,116.67,12,4.59566,0.00528,N,N
31930,CONCLUDED REGULARLY,FL,953.0,0.0,968.0,53.8,18,1.553,0.04,N,N
31930,CONCLUDED REGULARLY,CL,11200.0,9200.0,2163.0,120.17,18,6.211,0.003,N,N
31930,CONCLUDED REGULARLY,CL,4400.0,650.0,3750.0,156.25,24,1.34944,0.0,N,N
31930,CONCLUDED REGULARLY,CL,3000.0,0.0,3000.0,125.0,24,1.74049,0.0,N,N
31940,CONCLUDED REGULARLY,FL,3968.0,968.0,3000.0,520.5,6,14.847,13.923,N,N
31940,CONCLUDED REGULARLY,CL,9100.0,0.0,9473.1,822.0,12,8.47546,7.53162,N,N
31940,CONCLUDED REGULARLY,CL,24850.0,4850.0,21294.7,529.0,48,10.31303,8.90901,N,N
31955,CONCLUDED REGULARLY,FL,1200.0,0.0,1225.0,102.1,12,3.923,0.03,N,N
31955,CONCLUDED REGULARLY,FL,1298.0,0.0,1350.0,112.5,12,7.565,0.0,N,N
31965,CONCLUDED REGULARLY,FL,389.0,0.0,389.0,64.83,6,23.21926,0.0,N,N
31973,CONCLUDED REGULARLY,FL,1999.0,0.0,2029.0,84.55,24,1.098,0.007,N,N
31973,EARLY EXPIRED,CL,12970.0,1970.0,11590.42,115.9,24,9.506,8.753,N,N
31973,CONCLUDED REGULARLY,FL,599.0,0.0,599.0,53.64,12,9.56058,9.16557,N,N
31973,CONCLUDED REGULARLY,FL,628.0,0.0,628.0,28.39,24,16.94334,7.95552,N,N
31973,CONCLUDED REGULARLY,FL,349.99,0.0,349.99,35.0,10,28.05681,8.73837,N,N
31973,CONCLUDED REGULARLY,FL,490.0,0.0,490.0,49.0,10,0.0,0.0,N,N
31973,CONCLUDED REGULARLY,FL,500.0,0.0,500.0,50.0,11,15.49371,14.49139,N,N
31986,CONCLUDED REGULARLY,FL,890.0,0.0,890.0,74.17,12,0.008,0.008,N,N
31986,CONCLUDED REGULARLY,FL,819.0,0.0,856.67,71.39,12,8.717,0.002,N,N
31986,CONCLUDED REGULARLY,FL,310.0,0.0,310.0,51.67,6,0.02218,0.02218,N,N
31986,CONCLUDED REGULARLY,FL,1250.0,0.0,1250.0,78.0,18,10.18,9.78,N,N
31986,CONCLUDED REGULARLY,FL,758.0,0.0,758.0,75.8,10,0.0,0.0,N,N
31986,CONCLUDED REGULARLY,FL,401.88,0.0,430.01,23.88,18,22.17235,0.0,N,N
31986,CONCLUDED REGULARLY,FL,454.87,0.0,454.87,45.49,10,0.0144,0.0144,N,N
31986,CONCLUDED REGULARLY,FL,519.99,0.0,556.38,46.37,12,20.28399,0.01522,N,N
31986,CONCLUDED REGULARLY,FL,590.0,0.0,590.0,59.0,10,0.0,0.0,N,N
31993,CONCLUDED REGULARLY,FL,688.0,0.0,688.0,68.8,11,13.63676,12.85202,N,N
31993,EARLY EXPIRED,PL,10000.0,0.0,10997.53,140.0,120,10.28929,9.11543,Y,N
32005,CONCLUDED REGULARLY,FL,4300.0,0.0,4430.0,134.6,36,8.221,5.916,N,N
32005,EARLY EXPIRED,PL,5000.0,0.0,5680.98,108.0,72,12.91183,10.95454,N,N
32026,CONCLUDED REGULARLY,FL,989.0,41.0,948.0,79.0,12,0.0,0.0,N,N
32026,CONCLUDED REGULARLY,FL,903.35,0.0,903.35,90.34,10,0.01206,0.01206,N,N
32036,EARLY EXPIRED,CL,14920.0,4520.0,10680.8,227.0,60,10.485,10.012,Y,N
32036,CONCLUDED REGULARLY,FL,938.0,0.0,998.97,41.62,24,6.28594,0.0,N,N
32047,CONCLUDED REGULARLY,FL,538.0,0.0,558.0,55.8,10,4.726,0.0,N,N
32054,CONCLUDED REGULARLY,FL,1338.66,138.66,1200.0,109.89,12,14.362,13.495,N,N
32054,CONCLUDED REGULARLY,FL,775.17,0.0,775.17,77.52,10,0.00844,0.00844,N,N
32064,CONCLUDED REGULARLY,FL,764.66,14.66,750.0,26.03,36,14.375,13.506,N,N
32064,EARLY EXPIRED,PL,10000.0,0.0,10900.0,167.0,96,11.05637,10.27695,Y,N
32064,EARLY EXPIRED,PL,11000.0,0.0,12169.85,170.5,102,10.07836,8.89997,Y,Y
32069,CONCLUDED REGULARLY,FL,699.0,0.0,699.0,52.39,15,19.575,18.012,N,N
32069,CONCLUDED REGULARLY,FL,644.0,44.0,614.4,29.93,12,6.287,6.112,N,N
32069,CONCLUDED REGULARLY,FL,1079.98,0.0,1079.98,45.0,24,0.002,0.002,N,N
32069,CONCLUDED REGULARLY,FL,478.9,0.0,478.9,29.47,18,10.411,9.945,N,N
32069,CONCLUDED REGULARLY,FL,789.0,0.0,789.0,32.88,24,6.04494,0.01352,N,N
